Screen position for video for 15 participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1V1 - X, P1V1 - Y,P1V2 - X, P1V2 - Y,P2V1 - X, P2V1 - Y,P2V2 - X, P2V2 - Y,P3V1 - X, P3V1 - Y,P3V2 - X, P3V2 - Y,P4V1 - X, P4V1 - Y,P4V2 - X, P4V2 - Y,P5V1 - X, P5V1 - Y,P5V2 - X, P5V2 - Y,P6V1 - X, P6V1 - Y,P6V2 - X, P6V2 - Y,P7V1 - X, P7V1 - Y,P7V2 - X, P7V2 - Y,P8V1 - X, P8V1 - Y,P8V2 - X, P8V2 - Y,P9V1 - X, P9V1 - Y,P9V2 - X, P9V2 - Y,P10V1 - X, P10V1 - Y,P10V2 - X, P10V2 - Y,P11V1 - X, P11V1 - Y,P11V2 - X, P11V2 - Y,P12V1 - X, P12V1 - Y,P12V2 - X, P12V2 - Y,P13V1 - X, P13V1 - Y,P13V2 - X, P13V2 - Y,P14V1 - X, P14V1 - Y,P14V2 - X, P14V2 - Y,P15V1 - X, P15V1 - Y,P15V2 - X, P15V2 - Y
279.28,101.1985,330.6715,102.1303,85.71819,176.2584,80.30969,188.8827,59.90172,182.6351,224.6941,180.6762,299.2132,154.8428,80.96413,190.3193,295.8644,198.5688,151.2968,211.3123,78.21306,193.9696,68.25089,156.8442,315.6005,133.7303,278.8537,165.6044,87.88014,176.2379,73.77969,153.7124,160.7879,159.8333,78.09228,161.4502,69.75244,162.8865,199.6058,224.4439,215.6812,160.1646,81.75043,169.0873,295.0143,130.4656,232.6921,286,18.5197,198.8668,71.90408,172.5648,88.07935,175.2286,62.91471,186.6801,58.42572,78.61884,56.05021,146.9922
278.4233,111.6228,327.0018,99.27068,83.064,176.3387,85.76904,184.6177,59.41923,183.8452,247.5322,183.844,299.4058,155.3717,99.00206,189.0074,295.8644,198.5688,79.20603,212.5515,77.75271,191.1264,68.25089,156.8442,311.4811,136.2051,140.3703,286,88.51643,176.5709,67.17599,155.2882,183.743,148.9579,79.51003,163.6053,69.75244,162.8865,204.2771,218.9322,216.0367,162.8078,82.20495,173.279,288.6276,134.3545,0.5,286,15.58907,199.15,72.47106,171.2233,78.91975,171.8358,62.91471,186.6801,56.76237,71.54884,57.38791,146.9617
278.4233,111.6228,268.7396,104.1259,83.35642,175.762,90.77684,185.5525,60.00257,184.0358,247.1785,179.0259,301.0353,155.1365,112.7186,186.9432,295.8644,198.5688,53.69764,207.0744,77.78996,186.0067,68.25089,156.8442,309.1348,131.7386,166.0815,286,132.4074,173.6612,67.17599,155.2882,188.3786,141.7976,79.51003,163.6053,61.19173,163.3458,195.0475,217.0444,212.5517,165.648,82.20495,173.279,290.457,136.8631,219.06,267.3179,18.42553,203.2407,72.47106,171.2233,69.76013,168.4431,64.42206,187.3762,59.14215,65.056,57.5249,143.5872
270.8548,103.6261,144.9327,114.4431,83.33744,178.3675,88.53963,184.5632,59.90172,182.6351,243.9664,179.2617,298.8321,155.2263,112.0514,188.1411,295.8644,198.5688,55.11153,205.7499,77.49049,189.0633,67.87327,151.5225,229.6853,137.527,314.2077,183.0561,186.3153,170.977,65.91978,154.6356,191.5319,136.7278,73.51009,161.9947,59.72128,162.6266,172.2505,214.1963,208.6332,164.6091,81.75043,169.0873,283.5557,140.4526,211.7035,254.1953,15.49733,203.536,72.47106,171.2233,79.68621,170.4059,49.98091,175.9381,53.97036,63.92242,52.15367,143.7103
303.9843,128.4732,80.60172,112.4707,78.55322,177.5114,81.93167,189.706,59.90172,182.6351,245.4493,174.7338,299.7445,154.6511,107.7533,188.7921,295.3275,200.7095,57.23185,209.1645,77.48123,190.3386,66.86169,152.4993,112.5836,153.2262,313.3121,125.6767,199.573,173.238,88.03294,167.6219,190.3391,136.8505,74.075,158.9944,59.72128,162.6266,163.4477,214.5453,207.0289,161.0237,81.56218,173.0261,286.3224,133.6015,211.4726,254.8,12.42148,202.3672,74.54187,175.8372,79.68621,170.4059,59.04119,172.1496,59.32954,71.47394,50.78012,142.3981
331.1161,143.4671,80.90518,116.112,71.67287,178.3034,73.49233,194.5602,58.40013,181.3353,248.8716,170.3495,299.7445,154.6511,108.8134,188.7086,292.4317,202.3746,59.02174,208.9993,77.49973,187.788,61.09207,152.4283,75.27827,164.1487,302.4595,117.5665,196.4415,169.0123,115.9101,180.9968,186.7605,137.2181,74.075,158.9944,56.28032,162.812,164.6699,212.3107,207.5603,160.4543,82.05345,171.8818,313.6296,120.4567,210.183,256.3636,12.57315,204.3431,73.82777,175.5774,70.5431,166.9656,71.975,182.8915,94.5787,77.81219,49.37581,139.7434
327.6889,143.7526,88.14239,118.5463,66.38569,178.4822,69.97173,196.2565,58.50098,182.7359,245.6574,170.5705,283.1475,181.8956,108.8134,188.7086,292.525,204.1843,60.39267,201.0099,74.96762,185.2189,58.26046,148.0658,75.27827,164.1487,303.6607,116.6089,189.7087,167.2084,119.9383,181.375,184.3746,137.4633,71.79124,159.2649,55.4661,162.5903,165.1463,211.3513,207.5724,159.1288,81.09125,168.8381,333.2018,111.4583,204.4189,253.4991,12.86599,207.2593,71.73711,170.975,70.6179,170.5929,71.975,182.8915,119.8076,74.8468,49.20907,140.4562
327.8957,134.9836,88.33966,117.3259,63.74208,178.5716,68.36487,186.6316,60.48942,182.8297,240.8361,170.9023,265.5358,211.3955,112.3538,187.6997,292.6183,205.9939,65.13838,193.1985,74.95838,186.4943,57.00211,151.6625,78.05798,161.0762,307.0392,118.9514,190.6861,170.7593,115.9101,180.9968,184.3746,137.4633,71.79124,159.2649,55.4661,162.5903,168.8397,214.4791,207.5724,159.1288,79.3503,170.1342,331.7458,114.4388,201.6567,251.7182,11.10502,203.9789,71.73711,170.975,70.6179,170.5929,71.975,182.8915,117.2404,74.92186,49.31431,137.0577
328.8037,124.5595,88.33966,117.3259,64.88499,173.2398,70.39452,177.9913,58.77423,180.1393,239.5609,175.8341,260.4012,212.4204,115.2945,184.277,285.3798,206.367,63.20127,191.5705,74.95838,186.4943,56.76485,152.3752,81.72014,154.6468,306.1838,119.1995,192.1268,170.8348,115.5495,183.1343,181.9889,137.7084,71.95624,158.6942,53.44311,157.5327,164.9691,215.7186,180.779,166.8093,78.74889,171.9315,333.2018,111.4583,198.5622,252.6565,11.11505,204.4895,70.64822,175.9114,69.76013,168.4431,71.975,182.8915,114.8232,80.13103,49.37581,139.7434
332.1158,134.7562,85.38687,115.3752,63.77849,172.7,67.70574,182.2016,58.40013,181.3353,247.9279,180.1024,260.0104,211.6214,117.4156,184.1162,282.7699,203.236,62.9891,189.8825,72.40778,186.4758,56.10146,146.3717,78.78078,154.7821,303.2376,119.3852,190.462,166.5111,115.5495,183.1343,179.7257,139.1464,71.95624,158.6942,56.28032,162.812,161.114,216.9943,99.65727,182.4087,81.21118,174.1897,337.3044,110.7526,194.5126,252.4209,57.95633,199.2544,70.64822,175.9114,72.04604,169.5568,71.975,182.8915,114.8232,80.13103,51.94553,143.0706
319.4066,127.1879,87.84611,122.5787,63.77849,172.7,65.01697,186.4121,130.3421,183.1954,272.9185,191.3003,259.6149,210.8251,117.6567,187.298,289.1856,209.7997,59.95534,188.6521,69.83871,189.0079,56.2975,149.9788,75.03692,153.1729,297.4377,121.2297,190.462,166.5111,115.5495,183.1343,179.7257,139.1464,71.95624,158.6942,56.28032,162.812,203.5613,205.4617,41.60784,190.6983,81.21118,174.1897,350,0.5,193.084,252.5614,167.6165,186.7173,65.37803,171.643,67.67208,171.1109,55.18375,176.6324,112.0686,73.78813,28.29065,157.6918
306.5547,117.906,87.84611,122.5787,63.77849,172.7,64.46082,186.1741,244.9,170.7232,297.7355,190.9528,284.6358,200.8682,118.7172,187.2176,350,286,52.75293,189.2832,67.27888,190.2647,56.2975,149.9788,75.40575,160.5182,295.3347,121.1189,190.529,167.9747,197.8189,181.2288,179.7257,139.1464,72.22845,160.9853,54.28151,157.7434,262.9451,192.3155,34.53297,190.2691,78.10029,171.6898,350,0.5,220.5356,238.3203,227.6447,180.6639,59.01895,172.3108,58.65237,171.3423,124.1438,177.3805,108.5684,73.49864,0.6144728,181.1653
315.8911,135.9251,157.1308,109.3336,64.36452,172.9182,60.0871,186.8264,278.3769,170.5059,291.7611,183.5451,324.8802,184.7066,118.0352,188.3998,344.908,271.6845,52.59513,187.4826,67.05533,188.2125,56.10146,146.3717,76.05341,167.1843,293.7503,123.1912,191.2327,168.5993,297.0134,180.4512,179.7257,139.1464,146.2239,158.0023,56.28032,162.812,283.1975,193.318,31.75114,188.5212,76.46455,172.4878,350,0.5,259.4198,219.066,227.6447,180.6639,60.41426,172.8646,54.33233,172.7431,253.05,182.6448,109.5015,73.86304,0.5,189.3144
319.9936,144.2309,277.1686,104.7831,63.82355,174.0267,60.0871,186.8264,280.1476,170.874,288.5471,183.7663,340.9869,177.2788,117.2941,188.0405,230.1954,286,52.75293,189.2832,64.98132,187.1935,56.10146,146.3717,76.32556,158.6121,294.8821,123.7207,192.8899,172.9054,308.5363,179.1265,179.7257,139.1464,265.0316,150.8569,51.11884,163.0904,274.6777,194.0661,29.27737,188.758,74.30978,173.0148,350,0.5,273.0223,209.7469,226.7674,181.3612,59.01895,172.3108,57.16099,172.3966,303.9261,187.3014,140.777,76.2948,0.5,192
311.7888,127.6195,319.7889,104.8993,61.17001,174.1169,60.0871,186.8264,280.8139,172.0716,292.0928,188.3663,339.4781,177.8457,114.9234,185.0272,350,180.8084,56.6697,192.5689,64.47651,186.9599,53.18094,150.6756,76.18914,155.6604,294.8821,123.7207,188.0043,176.8905,304.303,180.001,179.7257,139.1464,311.7365,151.6924,50.84054,157.9289,269.7156,196.2189,27.54875,188.8303,69.88378,168.6029,350,116.7723,274.4521,209.6121,232.037,180.2211,59.74108,172.502,54.22015,167.3021,300.2419,183.7296,238.8969,91.05725,26.34307,189.9807
306.4119,116.1924,315.9547,103.3696,80.30792,176.3906,63.37083,185.6123,280.8139,172.0716,297.7355,190.9528,339.3433,174.5408,114.6728,181.8469,350,178.1313,53.06849,192.8845,67.03697,190.7539,47.65442,144.1134,84.45856,157.8866,274.3775,161.4978,220.0693,172.4874,304.303,180.001,179.7257,139.1464,313.8252,150.8681,107.6166,154.8675,273.7108,200.0155,27.54875,188.8303,69.88378,168.6029,348.8572,107.3399,271.4576,208.4518,278.4454,171.1043,72.47106,171.2233,48.00139,169.0038,291.1158,180.2418,302.0732,97.97476,163.1556,180.13
308.3589,127.8886,316.381,103.8225,199.4861,193.909,62.94373,190.9003,282.267,169.5955,297.529,187.7366,337.1401,174.6306,117.4156,184.1162,350,176.2662,51.83468,189.8063,66.78706,190.0237,46.0156,144.8464,195.5768,148.5933,249.1398,199.7023,282.179,169.3446,303.4495,179.6416,177.3398,139.3915,314.0203,151.4219,230.8776,157.6748,286.1345,204.1567,31.15902,182.3368,72.69163,168.3086,346.9726,112.7347,267.1678,208.8561,318.1784,161.329,184.9774,171.1723,39.02871,172.8639,287.4878,180.2978,302.0732,97.97476,270.365,168.2703
302.9847,137.1839,321.5828,102.2221,310.718,193.3755,59.1169,194.6153,279.8177,166.8012,297.7355,190.9528,334.9369,174.7205,113.7796,186.866,350,176.4567,108.147,193.6339,66.78706,190.0237,48.86518,149.1977,306.6247,149.447,251.9933,198.0435,306.6449,169.1739,315.0029,172.9126,174.9541,139.6365,314.9707,150.7321,292.9742,162.9282,299.1292,215.1522,33.39594,179.6261,72.27286,172.9423,347.3236,118.2619,264.7498,207.5175,313.141,163.1685,298.5965,163.7154,39.02871,172.8639,296.9724,175.4549,301.201,96.90875,274.455,170.8637
299.5575,137.4694,323.1582,100.9103,313.2118,187.987,59.53035,189.2917,279.8177,166.8012,299.6534,195.6736,332.4643,168.2006,109.3039,183.9916,350,174.2284,235.0905,199.9673,124.6856,188.13,48.90065,144.87,314.2086,153.5334,251.9933,198.0435,305.9318,167.9422,329.1073,160.8232,174.9541,139.6365,312.6796,151.0043,283.6271,157.7232,293.9614,218.129,34.47409,183.1497,68.6842,171.647,342.9261,120.9259,265.1564,207.9641,307.4322,165.2232,313.8684,158.2243,48.92874,174.6689,311.2788,169.0205,301.201,96.90875,273.1122,170.8944
300.5912,138.8507,314.1152,103.5245,306.4562,184.206,59.50307,187.9064,291.1244,167.3951,299.3436,190.8495,330.7528,168.1997,108.8409,177.6252,350,178.9246,303.2711,195.4788,236.5109,185.881,46.0156,144.8464,314.4047,154.247,248.131,207.1609,305.9318,167.9422,329.8952,162.1772,177.3398,139.3915,307.6891,148.1121,283.6271,157.7232,294.4167,220.7214,35.3954,181.0766,69.07305,166.9951,336.9405,127.5156,262.4392,209.674,307.2846,163.759,311.2691,157.9085,41.51981,177.4034,295.4001,170.8051,306.3329,96.72134,270.365,168.2703
295.4164,129.1872,314.1152,103.5245,301.9464,184.5358,59.58489,192.0623,299.1666,164.7621,293.9211,191.4699,326.3866,169.4674,108.2079,175.2138,350,178.9246,295.6159,190.7701,290.7935,184.7687,46.0156,144.8464,314.599,154.9548,248.131,207.1609,305.9318,167.9422,327.8973,165.4136,175.1993,142.0223,305.534,149.5298,279.6772,164.4311,290.5612,215.8662,34.22863,180.6776,69.88378,168.6029,330.9425,133.4703,254.0777,218.3393,307.2846,163.759,310.2221,159.5484,46.78487,170.0749,274.6777,173.2383,310.1349,95.298,282.2965,161.2794
303.9843,128.4732,314.1152,103.5245,303.4085,188.471,59.58489,192.0623,301.0479,165.1833,293.6999,188.2557,325.2849,169.5089,108.3123,182.3482,350,179.2606,291.6593,190.4388,291.7772,185.5147,46.77443,143.5966,310.468,152.407,249.9042,203.6569,307.1652,167.2209,327.8973,165.4136,171.6205,142.39,305.8063,151.8209,276.2694,164.613,289.9001,214.5063,34.54092,182.6339,69.88378,168.6029,325.0241,132.2381,244.4767,228.3065,306.9893,160.831,309.9486,158.8159,151.3272,162.5151,295.092,170.003,308.852,95.34474,299.5378,151.48
314.9799,136.1842,314.1152,103.5245,303.4085,188.471,59.50307,187.9064,301.3004,165.8128,297.9083,188.22,323.0811,169.5918,113.0538,188.3746,350,184.7761,293.959,195.6688,289.2264,185.4962,46.0629,139.0764,306.9886,153.1156,248.0381,205.6877,307.3888,167.8697,326.1111,161.0153,171.6205,142.39,305.8063,151.8209,271.1577,164.886,292.5604,219.1506,30.57267,180.5238,69.58941,165.795,320.0519,131.4929,241.546,231.9258,307.8629,154.8268,303.5896,159.4838,281.7677,157.5357,294.5756,169.3017,306.3329,96.72134,303.4124,144.6738
314.9799,136.1842,314.2701,105.3641,302.1572,185.0614,59.42127,183.7505,297.5369,169.5265,299.1846,197.5664,320.753,166.3691,171.6091,186.9611,350,184.8195,294.0392,200.2449,285.4006,185.4685,46.09838,134.7488,304.2868,153.9608,259.8247,190.5475,305.1874,169.2404,323.2872,161.8987,171.8657,144.7758,269.4778,149.1668,266.9942,165.5271,258.3663,217.3574,27.72117,177.05,69.37849,169.8005,312.8882,135.5879,240.3982,234.9239,307.8629,154.8268,297.7643,159.5878,282.6294,157.1493,312.7717,172.6492,304.8434,98.71423,300.7268,144.7353
316.0257,137.6401,308.1901,107.4916,302.6021,182.2094,61.14428,184.5104,294.1277,169.9948,299.7991,202.9338,320.2568,166.4911,245.2811,183.7218,344.3512,188.8118,300.9856,190.2744,285.4006,185.4685,46.2894,133.9622,304.5293,152.2971,290.0547,152.2715,302.2722,169.3734,320.9018,162.7153,172.2977,142.9482,156.5009,160.8124,222.8165,169.8092,194.6235,229.8151,27.68024,177.5832,66.72575,171.5087,304.9307,141.6304,238.0445,235.5273,304.9346,155.1221,303.97,157.29,313.4242,154.7,312.7717,172.6492,302.2862,98.79787,296.7906,148.8559
315.1226,137.8979,303.3875,108.1332,304.85,181.05,59.98576,183.9707,290.7199,172.806,296.6438,199.0963,318.5491,166.4518,262.6929,178.7181,343.9938,183.7321,307.4842,182.4541,285.419,182.9178,44.14586,137.0183,304.5293,152.2971,307.5952,131.1343,299.9972,169.2563,319.8543,167.9671,171.6205,142.39,64.89015,167.6657,110.7201,168.3269,165.9698,237.5198,25.20816,177.8286,65.13522,172.3027,226.5378,170.363,236.5071,231.4645,304.2444,155.3976,311.5384,158.6488,305.7562,146.6748,312.7717,172.6492,302.2862,98.79787,294.105,148.9175
310.9814,129.6155,304.5079,107.7823,304.85,181.05,60.05122,188.1271,288.9144,174.5311,288.2938,194.7885,313.2251,168.251,257.2255,177.0155,345.7271,181.8085,303.5842,182.0746,283.9242,178.5459,36.05481,145.4665,303.8093,152.535,305.4535,131.0775,296.442,169.6396,0.5,234.9184,171.6205,142.39,50.63638,166.4016,38.65825,159.4037,164.4695,235.0013,21.51941,177.668,64.15785,178.656,117.9706,190.3896,235.8308,232.4879,305.7692,156.3175,308.3589,158.9828,300.2871,146.7881,297.7765,178.6168,301.201,96.90875,294.2535,145.573
299.8431,120.1907,304.5079,107.7823,295.414,181.3196,56.34715,190.4239,285.3043,175.9903,283.825,195.6744,307.7627,166.5401,255.1054,177.1826,344.0891,185.5605,299.9864,182.4084,281.3643,178.5271,33.19365,141.0973,311.5979,161.0491,305.4535,131.0775,295.8056,169.9069,350,286,176.6372,144.2856,45.00757,166.5428,44.86876,164.4345,162.8987,236.8577,27.72117,177.05,59.86481,173.675,81.03725,184.5149,234.8716,233.5398,305.0822,156.5863,306.072,160.6149,297.259,148.6908,293.939,167.6767,298.6351,97.0024,292.9158,145.6036
292.521,123.9542,308.0447,105.6505,290.1716,182.8203,55.74742,187.4727,282.5966,177.5824,282.6716,192.2439,307.5984,166.0466,255.1054,177.1826,336.804,184.843,299.6238,183.4546,281.8481,183.4095,36.90417,136.9289,317.9786,171.1071,308.3997,130.8918,295.8056,169.9069,350,286,238.5239,153.9915,42.30817,163.3783,50.00775,164.1837,164.3501,237.969,113.9489,179.0033,60.96211,170.7168,81.25521,185.8826,232.2141,231.8516,305.0822,156.5863,303.3691,165.7083,293.6504,148.7648,301.2133,163.8965,295.0288,97.96715,288.2465,145.4629
296.6234,132.26,350,266.7249,292.569,182.1977,57.23045,182.7524,278.4873,179.2699,282.8928,195.4581,307.579,168.8645,269.304,181.3972,327.7846,184.2225,298.7,185.07,282.887,180.3488,39.74721,141.3096,312.0753,171.3798,305.7037,131.8784,295.8056,169.9069,320.7448,143.3669,298.3255,155.0637,41.62245,162.1649,46.15201,160.0315,161.681,237.7456,236.3083,179.3365,58.34322,169.0274,84.48636,179.7581,227.9211,232.2387,302.8386,156.6006,300.3465,167.6194,293.6504,148.7648,303.1034,167.5335,293.3357,99.09088,286.9086,145.4884
299.7004,139.1831,350,0.5,292.569,182.1977,57.68904,177.4414,274.8471,179.2038,282.6732,200.641,307.579,168.8645,287.8266,186.3379,326.1617,187.935,297.2406,188.815,283.4322,178.8244,42.41174,146.4283,304.6961,171.721,297.2646,141.9466,291.217,165.7538,316.0049,139.1935,305.3419,153.0892,39.33315,162.4444,40.22417,160.1301,173.6827,247.5431,273.7577,179.3626,57.84608,170.2657,89.08517,173.4157,225.0591,232.4967,296.9773,157.1671,299.8669,162.8456,293.3244,147.8567,298.5042,174.6536,293.3357,99.09088,286.9086,145.4884
295.5592,130.9007,350,283.6878,289.6573,181.7513,51.77686,185.6415,275.9035,178.5453,283.3628,197.6304,304.8423,171.0466,293.3776,189.1005,326.1617,187.935,292.8196,187.7278,280.3271,181.6056,38.98578,145.8011,305.1938,163.3068,288.9827,151.3425,288.1511,165.3661,311.1929,145.2872,305.3419,153.0892,39.33315,162.4444,40.22417,160.1301,350,286,268.8135,179.8536,59.55939,170.8696,91.10669,177.3008,225.4164,234.8058,293.3694,157.7673,298.5965,163.7154,292.7024,147.2897,294.838,174.6918,293.3357,99.09088,284.2327,145.5392
291.418,122.6184,328.3091,138.5173,289.1639,183.3998,43.75044,189.435,287.4049,173.2152,284.9422,201.7758,300.422,171.2272,291.2574,189.2676,326.1617,187.935,291.4138,188.5709,285.4468,179.092,35.40219,141.256,305.1938,163.3068,284.8953,152.3309,289.7906,169.6798,308.4847,149.9225,302.9596,153.3503,39.33315,162.4444,93.31741,162.4212,350,286,268.8135,179.8536,58.4621,173.8277,75.21413,176.2239,222.568,235.0732,293.517,159.2315,299.8669,162.8456,292.7024,147.2897,290.3018,169.5669,288.2213,99.25815,284.2327,145.5392
287.9908,122.904,332.9489,92.56845,288.1057,183.9233,46.09549,186.3239,296.2305,171.0233,280.4919,202.649,298.6085,168.9157,286.2911,193.9256,326.3482,191.5542,291.3799,191.4784,295.6769,175.34,35.40219,141.256,304.4915,167.2934,286.0364,151.5282,286.7535,166.8847,310.0988,155.0675,302.9596,153.3503,33.60991,163.1433,206.3193,166.6395,350,286,268.8135,179.8536,56.2675,179.7441,54.90456,166.6633,221.5427,233.8933,291.7267,158.708,295.4282,164.0322,289.1407,149.1861,285.634,171.1211,284.1071,98.56485,285.4771,143.3542
288.0486,132.9324,328.7722,94.62202,280.4416,184.7466,46.09549,186.3239,292.1212,172.7107,271.9451,195.1978,298.6085,168.9157,286.2911,193.9256,322.7289,191.7408,287.4552,188.2505,293.6754,175.1096,35.40219,141.256,302.0108,162.7558,286.3622,152.2388,283.8374,167.0058,308.6415,158.9359,303.6536,154.3098,31.32062,163.4228,267.841,166.7719,251.024,204.1327,265.1054,180.2218,55.96206,176.9386,47.43633,163.6879,218.6852,234.1744,297.9155,156.543,288.5607,166.6129,284.6284,148.95,243.4911,173.3933,283.5705,99.66379,286.4708,139.9426
286.9912,131.6147,325.3219,96.08762,277.7987,184.846,43.44362,190.5111,285.2091,174.5888,268.7455,195.417,298.0764,168.0023,285.7899,187.565,315.4904,192.1139,284.7115,189.9715,290.9052,174.5298,71.53913,147.4964,298.3835,163.1388,281.7098,153.2799,283.3242,170.2384,302.3769,154.798,303.6536,154.3098,31.32062,163.4228,267.841,166.7719,226.687,208.626,261.0225,180.109,55.80935,175.5358,43.79018,163.0531,217.4431,232.2974,307.303,151.1898,285.1803,167.8463,302.1309,134.974,247.1573,173.3551,283.5705,99.66379,283.8905,134.0276
280.3818,123.1808,321.4016,95.16508,277.7987,184.846,78.05473,187.784,281.7685,177.3529,268.9646,198.6166,293.7013,169.2881,282.3592,184.6353,316.2554,193.6982,282.4391,192.3495,288.3454,174.502,153.9514,160.1023,295.4319,163.2753,275.8173,153.6512,281.8667,170.3049,297.8801,155.067,301.2696,154.563,31.60017,165.7122,262.7294,167.0448,224.2337,213.3985,260.1612,180.7126,53.94847,171.4804,45.60118,161.5448,217.4431,232.2974,306.3987,154.9745,285.1803,167.8463,323.5209,116.3887,284.8891,175.1515,283.5705,99.66379,279.2947,135.2072
275.8528,122.19,318.1236,100.9645,275.2056,186.2667,195.4205,189.1636,283.8531,174.5981,268.3186,194.8462,288.7491,168.5865,278.2023,186.0295,315.5837,193.9235,280.9665,188.5121,282.9332,173.9724,200.9184,164.401,292.4802,163.4117,275.8173,153.6512,281.5402,169.67,297.7362,160.5339,299.012,156.0081,32.01949,169.1461,259.3216,167.2268,220.163,212.6846,260.1612,180.7126,51.14302,171.7858,47.6614,161.0419,214.5831,232.567,304.2936,154.2249,285.1803,167.8463,315.1442,114.9434,281.9897,176.754,280.161,101.8162,278.8302,142.9651
275.8528,122.19,318.1236,100.9645,274.7413,181.771,278.7375,186.911,279.9461,175.4583,268.3186,194.8462,289.5011,169.9513,275.0221,186.2801,312.0577,195.9197,285.2852,192.41,282.9332,173.9724,201.6261,159.3054,293.1525,163.128,231.2517,150.544,282.2399,170.8088,297.7362,160.5339,296.9391,153.6244,29.31088,165.9917,254.301,169.2036,212.2485,214.456,258.4181,179.1158,52.36869,177.5359,47.6614,161.0419,208.46,237.8344,301.3751,154.5057,276.8974,165.5016,311.9444,123.3296,281.9897,176.754,257.8102,125.5064,278.4815,139.5852
276.8174,121.7349,316.9598,101.2413,274.441,173.8126,272.2516,182.6516,280.2766,176.0403,263.9461,195.7457,287.2979,170.0411,275.0221,186.2801,263.6657,194.3235,283.6678,194.3545,284.5199,173.1803,200.9344,159.9183,293.1525,163.128,110.0829,152.2647,279.3117,170.9307,292.9752,156.3441,293.6111,150.5541,29.03132,163.7024,260.4834,175.258,207.8791,216.2668,252.6222,180.2131,51.76899,179.4066,46.61797,157.9258,207.838,237.5306,298.7373,157.7052,270.7053,167.7593,308.5215,130.638,270.1129,181.9524,239.9204,140.7122,275.7955,139.6365
271.6726,122.1384,315.7999,101.53,273.1147,173.8626,268.3461,179.1654,277.5619,177.6221,258.6762,195.5097,282.413,170.4622,270.8653,187.6742,147.3818,204.4081,280.9665,188.5121,284.5199,173.1803,200.9344,159.9183,293.3385,167.5573,31.19165,155.6321,274.2222,170.0055,289.9915,156.5346,293.6111,150.5541,31.86215,163.4577,259.7766,175.7462,209.1444,224.0638,250.4816,174.8959,53.16622,179.2551,47.30352,157.6359,235.44,208.9616,294.9992,156.8359,273.7179,165.8356,311.9444,123.3296,270.1129,181.9524,238.9204,130.8813,281.2188,142.22
256.3727,125.0638,311.7271,105.3597,262.8654,174.8209,267.8016,175.294,268.8643,178.9977,256.3394,200.0699,277.1656,171.1786,266.3302,187.6114,78.61612,207.9528,280.9665,188.5121,283.9708,172.1461,198.0495,159.8828,293.3385,167.5573,33.51754,156.8192,274.2222,170.0055,286.1308,161.9737,292.9081,149.6299,27.14387,162.8567,250.9842,171.0894,209.3037,225.7744,249.986,175.3128,57.5094,180.1977,50.81623,156.5977,263.1769,181.8224,295.2921,159.752,270.4253,157.7666,320.0432,123.7182,270.1129,181.9524,239.5263,136.6918,284.6761,136.4227
246.083,125.8709,218.4861,106.4536,251.1711,180.5537,265.3488,178.5464,266.0486,179.1786,254.4215,195.3491,274.7036,170.8006,261.098,189.0948,71.19106,204.7066,280.9665,188.5121,282.9907,172.6048,220.3279,162.4972,292.7651,164.0798,32.04606,156.9242,264.4427,172.5607,283.1598,162.1625,286.9814,148.4773,27.55217,166.2933,250.2623,171.6279,209.4631,227.485,255.3277,178.5195,111.052,183.8466,49.56939,158.8696,263.473,178.5414,293.517,159.2315,265.5755,161.016,314.677,127.4577,253.8034,183.935,239.6937,141.8064,281.9396,133.8084
246.083,125.8709,94.58481,114.6007,248.6774,184.6174,263.6081,177.9924,266.0486,179.1786,254.7044,192.7141,272.5009,170.8973,257.2512,190.8802,67.66509,206.7028,270.0963,195.3573,276.8408,173.0965,246.4536,152.8271,288.3561,164.2828,29.03722,157.8467,230.4485,174.9451,282.4876,162.5051,282.2325,148.9959,27.96049,169.73,250.2623,171.6279,203.2577,234.965,261.5066,179.7342,198.1074,186.157,46.96713,165.0657,262.042,178.6703,292.5417,156.627,262.4226,165.4146,306.3117,124.2432,261.9516,171.6206,236.9691,136.7756,279.0266,135.8276
248.4705,134.3111,73.05428,119.0224,249.5984,179.8335,259.7853,175.8729,266.0486,179.1786,254.7313,200.1732,270.4917,175.3993,257.0007,187.7,66.31731,203.4788,236.4123,214.2863,275.8363,173.6404,246.5246,148.5004,282.8178,163.5622,27.63161,157.2396,207.7314,178.0704,284.4053,162.8826,283.4339,154.6332,21.82444,166.9738,251.0751,172.7934,218.8129,235.2417,260.1612,180.7126,229.301,187.0156,46.09389,167.6454,257.02,182.5972,289.616,156.9342,256.0635,166.0824,302.9709,125.3649,264.6415,169.9679,233.9572,141.5604,277.365,136.3011
